ha_x;ha_y;anz_vzae;anz_vzae_w;anz_besch;anz_ast;ht;widl;handel;finanz;freiedl;gewerbe;gesundheit;bau;sonstdl;inform;unterricht;verkehr;uebrige;anz_vzae_w_share;ht_share;widl_share;handel_share;finanz_share;freiedl_share;gewerbe_share;gesundheit_share;bau_share;sonstdl_share;inform_share;unterricht_share;verkehr_share;uebrige_share
2682350;1247250;136.5219203;37.3070661;179;39;0;30.5442617;12.8203573;4.9655039;18.4624686;0.5484446;3.8900363;0;67.4476048;1.684686;0.7160637;0;25.9867551;0.273267955929858;0;0.223731556316235;0.0939069511462182;0.0363714771158255;0.135234463150164;0.00401726403199443;0.0284938586525288;0;0.494042309482516;0.012340040312193;0.00524504561924185;0;0.190348590489318
2682350;1247350;243.9451364;142.6363012;306;48;0;186.0700917;5.7584402;0;29.0237807;1.4;104.362515;1;6.9043741;0.438364;2.015432;10.9901897;82.0520407;0.584706476648575;0;0.762753848860911;0.0236054724639306;0;0.118976672904064;0.00573899533583815;0.427811419158099;0.00409928238274153;0.0283029791119869;0.00179697782242811;0.00826182489121353;0.0450518910201974;0.336354484909501
2682350;1247450;423.3112298;206.3964663;542;72;0;218.3989794;51.916274;1.3086214;34.826265;0.9917472;30.7040084;0;42.3730935;0.438364;0;0;260.7528563;0.487576165644165;0;0.515930039236582;0.122643271298351;0.00309139306466847;0.0822710633413959;0.00234283224772602;0.0725329408683691;0;0.100099148137459;0.00103555958155684;0;0;0.615983791460474
2682350;1247550;204.8974312;95.1656823;247;29;33;80.5003415;11.5402803;0;52.4635158;33;26.9219636;22.6;6.1205724;0;1.1148621;0;51.136237;0.464455223975497;0.161056191904079;0.392881165120239;0.0563222302613231;0;0.256047699049923;0.161056191904079;0.131392391999886;0.110299089000975;0.0298713964550669;0;0.00544107407042983;0;0.249569927258317
2682350;1247650;125.5515073;61.4371466;172;31;0;63.7136216;34.5828045;0;38.781806;0;23.7168434;0;0;0.9686223;0;0.7160637;26.7853674;0.489338184154162;0;0.507469985587341;0.275447147100878;0;0.308891600220557;0;0.188901303616607;0;0;0.00771493963577449;0;0.00570334610391412;0.213341663322269
2682350;1247750;175.9018186;92.1337811;242;60;0;90.6224759;10.4151396;0.438364;57.8786435;1.5442403;12.1155365;0.9917472;4.2251182;15.0869403;2.0548;0;71.151289;0.523779582458507;0;0.515187828194518;0.0592099597542194;0.00249209475768319;0.329039483279111;0.00877898996321122;0.0688766983560908;0.005638072465045;0.0240197528008957;0.0857690978983432;0.0116815165207166;0;0.404494334204683
2682350;1247850;201.8416327;48.0424049;283;63;0;29.6559668;15.821348;1.7082405;8.9529385;8.9205324;8.951429;20.7644758;76.887844;3.8714206;0.3399991;0.7160637;54.9073411;0.238020294709992;0;0.146926907017632;0.0783849584863173;0.00846327131399587;0.0443562528713136;0.044195700761392;0.0443487742358121;0.102875088366247;0.380931540096485;0.0191804859493688;0.00168448449139007;0.00354765114818654;0.272031792279492
2682350;1247950;93.0306355;38.9862283;132;34;0;72.2354179;1.9686223;0;2.5779654;0;17.8493431;0;0.6093431;46.1012116;5.7068978;0.7160637;17.5011885;0.419068708823342;0;0.776469143866055;0.0211610109876117;0;0.0277109296969169;0;0.191865217345527;0;0.00654991870930517;0.495548712015409;0.0613442848082017;0.00769707415359965;0.188122852283429
2682350;1248050;193.4988995;91.26622;264;44;0;54.3038844;6.0345129;0;14.830065;0;1.1642993;0;75.2948271;28.0025072;9.9098277;0.7160637;57.5467966;0.471662734185214;0;0.280641825562424;0.0311862905452855;0;0.0766415986774126;0;0.00601708486719326;0;0.389122766561264;0.144716622535623;0.0512138711155822;0.00370060864351324;0.297401157054126
2682350;1248150;292.0702871;113.8642374;567;51;0;237.3607707;13.6105364;1.6163462;16.4447953;0;0.2;0;14.5779966;27.3570589;84.0253405;0.7160637;133.5221495;0.389852177469236;0;0.812683731223682;0.0466002089262164;0.00553410008271944;0.0563042391722975;0;0.000684766677178371;0;0.049912631458498;0.09366601160163;0.287688766064831;0.00245168280248525;0.457157593214144
2682350;1248250;155.4435282;91.0249849;182;5;0;96.9182824;0;0;0;2.7364374;96.9182824;0;0;0;0;0;55.7888084;0.585582339477547;0;0.623495127280571;0;0;0;0.0176040613056543;0.623495127280571;0;0;0;0;0;0.358900811413775
2682350;1248450;238.5898411;63.9450217;274;19;0;31.3816987;14.5922665;11.1735281;2.8768222;0.9331413;4.9474167;0;1;0.438364;0;183.4986507;19.1296516;0.268012340362802;0;0.131529903181615;0.0611604686633911;0.0468315333481313;0.0120576055826042;0.00391106886905924;0.0207360744162045;0;0.00419129328972926;0.00183731209165888;0;0.769096663353283;0.0801779803859385
2682350;1248550;149.2995165;52.338802;213;37;0;62.7833729;10.6134177;0;45.8310025;0;0.3399991;0;0.3399991;11.9604754;0;0;80.2146227;0.35056243467473;0;0.420519599606339;0.0710880915679322;0;0.306973549375158;0;0.002277295385615;0;0.002277295385615;0.0801106104050913;0;0;0.537273157880588
2682350;1248650;163.6502591;66.6286818;219;45;0;41.8506444;42.1516343;0;30.489306;7.5777793;4.6615628;2.6673068;0.5;3.782595;1.6343135;0.7160637;69.4696977;0.407140704612548;0;0.255732222057936;0.257571448599069;0;0.186307716026097;0.0463047192327971;0.0284849093770851;0.0162988241794968;0.00305529610982449;0.0231138955770831;0.0099866233575673;0.00437557327399306;0.424500994266987
2682350;1248750;117.26506;56.1664111;148;37;0;62.7352678;24.5346738;0.9686223;12.7866636;0;44.3626314;7.4643088;1.2493037;3.7801003;0;0.7160637;21.4026924;0.478969704189807;0;0.534986873327827;0.209224075781823;0.00826011004471409;0.109040694645106;0;0.37831073808345;0.0636533064495085;0.0106536738223645;0.0322355209642156;0;0.00610636876832707;0.182515511440492
2682350;1248850;26.7775539;12.8712776;40;25;0;6.2344569;2.1853782;0;2.4238384;0;0;0;0;1.5779654;0.05;0;20.5403719;0.480674136557335;0;0.232823988452508;0.0816123163512706;0;0.0905175435012382;0;0;0;0;0.0589286611425699;0.00186723552818617;0;0.767074243476735
2682350;1248950;101.0866767;37.092673;120;26;3.9710375;74.2950195;12.5752354;0;4.7155313;3.9710375;3.5951932;0;0;64.2487458;0;2.4860711;9.4948624;0.366939286272926;0.0392834904622005;0.734963517699657;0.124400522507236;0;0.0466483957524345;0.0392834904622005;0.0355654505357777;0;0;0.635580750079204;0;0.0245934596047513;0.0939279310583964
2682350;1249050;101.4503953;26.3111581;115;10;0;97.1042804;0;0;0;1.2186792;5.6227144;0;2.1274357;0;0.7160637;0;91.7655023;0.259349981064095;0;0.957160197482247;0;0;0;0.0120125623601193;0.0554232872466688;0;0.0209702061160919;0;0.00705826426681257;0;0.904535680010307
2682350;1249150;292.5489667;101.3237152;374;30;0;208.7691793;53.0994337;60.5107955;16.6428029;0.6777779;41.5517309;0;0;88.3923008;1.4251993;0;30.2489257;0.346347882691052;0;0.713621318355523;0.181506139977079;0.206839887976948;0.0568889478152445;0.00231680155170413;0.142033422194959;0;0;0.302145318772032;0.00487166068667574;0;0.103397821025358
2682350;1249450;3.4069863;0;4;4;0;1;0;0;0;0;0;0;0;0;0;2.4069863;1;0;0;0.293514535118618;0;0;0;0;0;0;0;0;0;0.706485464881382;0.293514535118618
2682350;1249650;6.2549563;1.4925643;10;4;0;6.0625314;0.1924249;0;5.2370282;0;0;0;0;0;0;0;0.825503200000001;0.238621059590776;0;0.969236411771574;0.0307635882284262;0;0.837260557679675;0;0;0;0;0;0;0;0.131975854091898
2682350;1249750;190.4953516;88.3626978;261;21;0;116.0149559;37.185138;31.8704303;81.4287441;0;0;0;5.9317827;0;0;0.8054519;33.2738046;0.463857501287186;0;0.609017253836235;0.195202337945132;0.167302929086276;0.427457906012233;0;0;0;0.0311387267467581;0;0;0.00422819713570376;0.174669903073897
2682350;1249850;13.7756658;9.4583634;23;10;0;9.8712989;1.2913357;0;3.6965364;0;5.8347634;0;0;0;0.3399991;0;2.6130312;0.686599365672765;0;0.716575085612196;0.0937403475627291;0;0.268338129979895;0;0.423555818260341;0;0;0;0.0246811373719592;0;0.189684566825075
2682350;1249950;5.3097325;0.8724231;9;8;0;5.1173076;0;0;0.7160637;0;0.9718744;0;0;0;0;0;3.6217944;0.164306412799515;0;0.963759963425653;0;0;0.134858714633929;0;0.183036414734641;0;0;0;0;0;0.68210487063143
2682350;1250050;54.0304624;45.6304624;74;4;0;51.0304624;0;0;0.7;0;41.1509063;0;3;0;9.1795561;0;0;0.844532146739503;0;0.94447576669268;0;0;0.0129556544383747;0;0.761624174069626;0;0.0555242333073203;0;0.169895938184679;0;0
2682350;1251450;6.3200086;2.6353226;9;5;0;5.0140468;1.3059618;1;4.0140468;0;0;0;0;0;0;0;0;0.416980856639974;0;0.793360755869858;0.206639244130142;0.158227632791512;0.635133123078345;0;0;0;0;0;0;0;0
2682350;1251550;22.9415484;13.7576039;28;7;0;6.1747243;0;1.4069864;0.7160637;0;3.0516742;0;0;1;0;0;16.7668241;0.599680704202163;0;0.269150285427116;0;0.0613291821226853;0.0312125270498307;0;0.133019539343735;0;0;0.0435890369108652;0;0;0.730849714572884
2682350;1251650;20.0824725;11.8139648;27;4;0;15.9296565;0;0;0;0;13.0996565;4.152816;0;0;1.83;0;1;0.58827242512096;0;0.793211916510778;0;0;0;0;0.652293013223347;0.206788083489222;0;0;0.0911242378148408;0;0.0497946654725906
2682350;1251750;103.5531965;8.5732261;109;5;0;0.3399991;0;0;0;0;0;97.5001305;0.6093431;0;0;0;5.4437229;0.0827905500724934;0;0.00328332790770008;0;0;0;0;0;0.941546314313919;0.00588434853384753;0;0;0;0.0525693371522336
2682350;1251950;40.8334301;5.7139031;50;7;0;2.4069863;0;0;0.9686223;0;0;12.851977;22.8789642;1.438364;0;0;2.6955026;0.13993198920607;0;0.0589464635742173;0;0;0.0237213062343249;0;0;0.314741548004315;0.560299836285368;0.0352251573398924;0;0;0.0660121521361
2682350;1255750;12.9209232;6.094317;20;5;0;1.8204451;7.5390182;0;0;0;0;1.9834945;1.5779654;0;1.8204451;0;0;0.471662659522657;0;0.140891256129438;0.583473648384506;0;0;0;0;0.153510277036551;0.122124818449505;0;0.140891256129438;0;0
2682350;1255850;9.9392622;0.517986;12;7;0;1.1610472;0.8266109;0;0.9686223;0.3255611;0.1924249;7.626043;0;0;0;0;0;0.0521151358699442;0;0.11681422389682;0.0831662233440225;0;0.0974541450370431;0.0327550570101672;0.0193600788597769;0.76726449574899;0;0;0;0;0
2682350;1256150;42.2338367;20.0906698;54;15;0;7.3550115;16.7507279;0;0.9686223;3.4648375;0.3399991;0;0;2.905867;3.1405231;0;14.6632598;0.475700797507701;0;0.174149735725999;0.396618664294831;0;0.0229347455899028;0.0820393734202226;0.0080503957624101;0;0;0.0688042391374781;0.074360355236208;0;0.347192226558948
2682350;1256250;13.4383573;4.1876106;21;12;0;4.9565416;0.9686223;0;4.0165416;2.6809385;0;0.9917472;0.9182498;0;0;0;3.8622579;0.311616256847107;0;0.368835378413402;0.0720789214318628;0;0.298886352724079;0.19949897447659;0;0.0737997344362916;0.0683305094142719;0;0;0;0.287405507516905
2682350;1256350;6.007039;1.7906729;9;5;0;0.3399991;0;0;0;0;0.3399991;0;1.684686;0;0;0;3.9823539;0.298095767315644;0;0.0566001152980695;0;0;0;0;0.0566001152980695;0;0.280451983081848;0;0;0;0.662947901620083
2682350;1263650;4.3643676;0.9809971;7;3;0;1.3254068;0;0;1.3254068;0;0;3.0389608;0;0;0;0;0;0.224774168885316;0;0.303688167788616;0;0;0.303688167788616;0;0;0.696311832211384;0;0;0;0;0
2682350;1263750;5.1004828;4.2738719;7;6;0;2.4458426;0.8266109;0;0;0;2.4458426;0;0;0;0;0;1.8280293;0.83793477354732;0;0.479531584735469;0.16206522645268;0;0;0;0.479531584735469;0;0;0;0;0;0.358403188811851
2682350;1264750;121.9606141;47.0431644;138;12;0;72.3151653;34.8060584;3.5951127;68.7200526;0;0;0;1.1588133;0;0;0;13.6805771;0.385724233574518;0;0.592938678061314;0.285387693862063;0.0294776533107011;0.563461024750613;0;0;0;0.0095015371031983;0;0;0;0.112172090973425
2682350;1274250;9.3322984;1.7790936;12;3;0;0;1.8868721;0;0;0;0;6.9289831;0;0;0;0;0.516443200000001;0.190638310493801;0;0;0.202187287538941;0;0;0;0;0.74247337611922;0;0;0;0;0.0553393363418385
2682450;1231550;14.6587501;12.4809271;22;4;0;1.1715566;12.5540522;0;1.1715566;0.9331413;0;0;0;0;0;0;0;0.851431876173399;0;0.0799219982609568;0.856420371065607;0;0.0799219982609568;0.0636576306734365;0;0;0;0;0;0;0
2682450;1237750;3.3051344;0.1148621;5;5;0;1.6348998;0;0;0.5514154;1.6702346;0;0;0;0.9686223;0.1148621;0;0;0.0347526260959312;0;0.494654559282067;0;0;0.16683599916542;0.505345440717933;0;0;0;0.293065934020716;0.0347526260959312;0;0
2682450;1239350;4.6337375;1.6568919;10;3;0;3.6419903;0;2.8164871;0;0;0;0.9917472;0;0;0;0;0.8255032;0.357571377316907;0;0.785972511390643;0;0.607821893234133;0;0;0;0.214027488609357;0;0;0;0;0.17815061815651
2682450;1239850;4.2718713;1.144723;9;4;0;0.9686223;0.4647248;0;0;0;0;0;0;0.9686223;0;2.8385242;0;0.267967576644924;0;0.226744260764597;0.108787172497449;0;0;0;0;0;0;0.226744260764597;0;0.664468566737954;0
2682450;1239950;7.6487612;6.1226018;11;3;0;6.6801389;0;0;0;0;6.6801389;0;0.9686223;0;0;0;0;0.800469728352874;0;0.873362198835545;0;0;0;0;0.873362198835545;0;0.126637801164455;0;0;0;0
2682450;1240650;4.4791624;1.151768;8;8;0;3.1890126;0;0;1.7703903;0;0.35;0;0;0.9686223;0;0.438364;0.9517858;0.257139147265569;0;0.711966281910207;0;0;0.395250303940755;0;0.0781396093162418;0;0;0.216250765991427;0;0.0978674048523001;0.212491915899276
2682450;1240750;14.5304334;3.1617968;21;9;0;2.4;0;0;0;1.3213567;2.3;1.9834944;0;0.1;0;0.7160637;8.1095186;0.217598244523112;0;0.165170572269372;0;0;0;0.0909371842962372;0.158288465091482;0.136506210475456;0;0.00688210717789051;0;0.0492802712959684;0.558105761662966
2682450;1240850;19.5904163;8.7199991;34;5;0;16.6151746;0;0;0;0;0.8751755;2.9752417;0;0;15.4;0;0.3399991;0.445115558876612;0;0.848127693947984;0;0;0;0;0.0446736550463198;0.151872306052016;0;0;0.786098659884017;0;0.0173553790176475
2682450;1240950;30.2417696;8.9782498;34;6;0;23.6286223;5.7613615;0;0.9686223;0;7.5;0;0;0;6.16;0;9.8517858;0.296882421854044;0;0.781324063126253;0.190510065257557;0;0.0320292864078959;0;0.248001360343675;0;0;0;0.203691783962272;0;0.3257675040286
2682450;1241050;10.7891741;2.292754;13;3;0;0;9.0731104;0;0;0;0;1;0;0;0;0.7160637;0;0.212505051707341;0;0;0.840945777304678;0;0;0;0;0.0926855003665202;0;0;0;0.0663687223288018;0
2682450;1242050;62.7982646;4.5219818;64;3;0;0;59.7982646;0;0;3;0;0;0;0;0;0;0;0.0720080694713975;0;0;0.952227979242598;0;0;0.0477720207574016;0;0;0;0;0;0;0
2682450;1242250;99.8103915;18.4456095;111;5;0;46.7064516;53.1039399;0;46.7064516;0;0;0;0;0;0;0;0;0.184806503839833;0;0.467951792374244;0.532048207625756;0;0.467951792374244;0;0;0;0;0;0;0;0
2682450;1242350;28.4310912;11.6093431;34;3;0;0.05;0;0;0;0;0;0;0;0;0.05;0;28.3810912;0.408332660126671;0;0.0017586380926526;0;0;0;0;0;0;0;0;0.0017586380926526;0;0.998241361907347
2682450;1243250;10.4427569;3.8663856;13;5;0;3.7182498;5.8806137;2.8;0.9182498;0;0;0;0;0;0;0;0.843893400000001;0.370245677173621;0;0.356060170279364;0.563128468498582;0.268128428805999;0.0879317414733651;0;0;0;0;0;0;0;0.0808113612220544
2682450;1243350;3.6789934;0.7696182;7;5;0;1.8010171;1.6877853;1.7082405;0.0927766;0;0;0;0.190191;0;0;0;0;0.209192601432772;0;0.489540726004021;0.458762796367072;0.464322795469;0.0252179305350208;0;0;0;0.051696477628908;0;0;0;0
2682450;1243450;9.9766627;3.0735494;13;7;0;1.7543978;0.7611072;0.9026298;0.1924249;0;0;6.8518146;0;0.6093431;0.05;0;0.6093431;0.308073901305694;0;0.175850166809789;0.0762887573617178;0.0904741221731391;0.0192875018216262;0;0;0.686784228958648;0;0.0610768468698456;0.00501169594517814;0;0.0610768468698456
2682450;1243650;15.2801089;12.2798523;23;9;0;3.454811;9.9384258;0;0.9084886;0;2.5463224;0;0;0;0;0;1.8868721;0.803649527654872;0;0.22609858493875;0.650415901158924;0;0.059455636471282;0;0.166642948467468;0;0;0;0;0;0.123485513902326
2682450;1243750;7.4116283;5.443006;9;4;0;1.3086214;3;0;0.9686223;0;0;0;0;0;0.3399991;0;3.1030069;0.734387341038136;0;0.176563279623723;0.404769354124248;0;0.130689540920448;0;0;0;0;0;0.0458737387032752;0;0.418667366252029
2682450;1243850;16.8859454;9.3951286;21;12;0;5.1121114;3.7952332;0;2.1;0;3.0121114;0;0;0;0;0;7.9786008;0.556387479495226;0;0.302743570401453;0.224756927142498;0;0.124363780070022;0;0.178379790331432;0;0;0;0;0;0.472499502456048
2682450;1243950;12.6325365;8.5179005;18;8;0;10.393076;1.9372447;0;0;0.3022158;9.0382139;0;0;0;1.3548621;0;0;0.674282674742321;0;0.822722815801878;0.153353580256823;0;0;0.0239236039412987;0.715471029907572;0;0;0;0.107251785894306;0;0
2682450;1244050;4.7290412;0.8312213;8;8;0;1.8558431;0;0;0.7014154;0;0;1;0.190191;0.438364;0.7160637;0;1.6830071;0.175769519622709;0;0.392435384153557;0;0;0.148320847786228;0;0;0.211459354593908;0.0402176661095699;0.0926961685172039;0.151418367850126;0;0.355887595142965
2682450;1244150;16.5360789;10.7271933;25;4;0;0;14.8360789;0;0;0;0;0;1.7;0;0;0;0;0.648714448260162;0;0;0.897194491494595;0;0;0;0;0;0.102805508505405;0;0;0;0
2682450;1244250;58.2486821;37.3434897;76;16;0;15.9501287;34.1013745;12.4230806;0.3399991;0;2.187049;0;1;0;0;0;8.1971789;0.641104456850879;0;0.273828147263782;0.585444567508936;0.213276595317167;0.00583702648269874;0;0.037546755070704;0;0.017167770393212;0;0;0;0.140727285227282
2682450;1244350;54.1935444;30.0091219;69;17;0;8.2690604;36.8783028;0;2.0246852;0;5.2757529;0;0;0.9686223;0;0;9.0461812;0.553739790084666;0;0.15258386384486;0.680492542207666;0;0.0373602653676957;0;0.0973502094836226;0;0;0.0178733889935422;0;0;0.166923593947474
2682450;1244450;7.7842987;1.3502126;10;7;0;0.801768;3.8744894;0;0;1.5401918;0.6093431;0;0.7160637;0;0.1924249;0;0.8517858;0.173453338834493;0;0.102998103091805;0.497731337056734;0;0;0.197858774355614;0.0782784838408115;0;0.0919882095480226;0;0.024719619250993;0;0.109423575947824
2682450;1244550;7.1192905;4.2987002;13;3;0;6.6809265;0;0;0;0;6.6809265;0;0;0;0;0.438364;0;0.60381019709759;0;0.938425886680702;0;0;0;0;0.938425886680702;0;0;0;0;0.0615741133192978;0
2682450;1244950;12.6807926;6.4927638;18;9;0;11.7960927;0;0;6.0235228;0;3.2045363;0;0.8846999;2.5680336;0;0;0;0.512015613282722;0;0.930233075494035;0;0;0.475011538316619;0;0.252707886729415;0;0.069766924505965;0.202513650448001;0;0;0
2682450;1245050;10.156071;4.8458584;14;6;0;10.156071;0;0;1.6846861;0;8.4713849;0;0;0;0;0;0;0.477139082623585;0;1;0;0;0.165879708796837;0;0.834120291203163;0;0;0;0;0;0
2682450;1245150;27.9454943;17.2525245;40;18;0;26.2006336;0.8266109;0;0.8449343;0;24.0449123;0;0;0.438364;0.5324239;0;1.2582489;0.617363368662976;0;0.937562002615928;0.029579398064181;0;0.0302350815816487;0;0.860421792574984;0;0;0.0156863927792467;0.0190522269631137;0;0.0450251080368257
2682450;1245250;20.2642096;12.051726;26;11;0;19.3459598;0;1.9372447;16.6926514;0;0;0;0;0.7160637;0;0;0.918249800000002;0.594729636037716;0;0.954686127999781;0;0.0955993220678096;0.823750431400986;0;0;0;0;0.0353363745309859;0;0;0.0453138720002186
2682450;1245350;181.7290463;73.7793956;324;8;0;23.4709319;0;0.7212312;0;0;0;0;0;14.0034933;8.7462074;0;158.2581144;0.405985708405712;0;0.129153442324536;0;0.00396871724517491;0;0;0;0;0;0.0770569899810232;0.048127735098338;0;0.870846557675464
2682450;1245450;44.4166434;21.0182498;48;4;0;0;0;0;0;0;0;0;0;0;0;0;44.4166434;0.473206622362644;0;0;0;0;0;0;0;0;0;0;0;0;1
2682450;1245950;65.3446944;44.4768448;121;5;0;56.7083208;0;0;0;0;0.3399991;0;0;0;0.5183217;0;64.4863736;0.680649671842371;0;0.867833591092592;0;0;0;0;0.00520316305894301;0;0;0;0.0079321160617441;0;0.986864720879313
2682450;1246050;31.42;25.99;58;3;0;31.42;0;0;0;0;10.72;0;0;0;20.7;0;0;0.827180140038192;0;1;0;0;0;0;0.341183959261617;0;0;0;0.658816040738383;0;0
2682450;1246150;127.9109885;64.1524436;161;7;0;73.4919648;0;0;9.3792178;0;0;0;34.1546565;64.112747;0;0;20.2643672;0.501539737533965;0;0.574555522256792;0;0;0.0733261302253168;0;0;0;0.267018939502606;0.501229392031475;0;0;0.158425538240602
2682450;1246250;62.5331702;34.057332;87;13;0;52.3609121;0;8.3878519;43.0044379;0;0;0;0;0.9686223;0;0;10.1722581;0.544628265144312;0;0.837330203035188;0;0.134134442139637;0.687706024857828;0;0;0;0;0.0154897360377229;0;0;0.162669796964811
2682450;1246350;8.8110176;7.2055696;15;3;0;3.2284937;0;0;3.2284937;0;0;0;0;0;0;0;5.5825239;0.817790853124615;0;0.366415531845039;0;0;0.366415531845039;0;0;0;0;0;0;0;0.633584468154961
2682450;1246650;75.9052621;20.3859258;96;17;0;67.4873316;0;60.3561091;7.1312225;0;0;0;0;0;0;8.0779314;0.3399991;0.268570652890216;0;0.889099513431494;0;0.79515052619784;0.0939489872336532;0;0;0;0;0;0;0.106421230577636;0.00447925599087023
2682450;1246950;46.0446705;13.3314193;64;8;0;46.0446705;0;9.7543879;2.0372446;0;0;0;0;0;0;0;34.253038;0.289532298857476;0;1;0;0.211846187497422;0.0442449599025798;0;0;0;0;0;0;0;0.743908852599999
2682450;1247050;63.1421736;17.5902817;90;22;0;57.5563503;0.2;3.552245;14.9510347;0;18.8513431;0;2.0414706;20.2017275;0;0.2972346;3.0471181;0.278582137691883;0;0.911535777412642;0.00316745510325606;0.0562578827663291;0.236783655797367;0;0.298553914526629;0;0.032331332350586;0.319940324322316;0;0.00470738625317137;0.0482580488803445
2682450;1247350;24.7664073;10.3595149;36;5;0;3.682463;0;0;0;0;3.682463;0;0;0;0;0;21.0839443;0.418288965957529;0;0.148687815531484;0;0;0;0;0.148687815531484;0;0;0;0;0;0.851312184468516
2682450;1247450;2012.8091307;679.7573922;2518;42;0;1697.5833521;15.6170448;1.6671721;138.7195888;0;8.6515314;0;275.4564421;1433.1169627;0;0;139.5803888;0.337715773359791;0;0.843390128854208;0.00775883046325849;0.000828281268487789;0.0689184019906334;0;0.00429823735795119;0;0.136851745105212;0.711998440806755;0;0;0.069346063007702
2682450;1247550;582.8776044;254.6052525;810;105;0;209.0828823;69.3980142;18.5874176;97.4548449;2.5365172;25.433005;0;225.3281513;14.947111;17.56268;11.6561123;99.9737509;0.436807402751534;0;0.358708038740354;0.119061040733306;0.0318890577707707;0.167196070263015;0.00435171497558399;0.0436335258174486;0;0.386578845368312;0.0256436529507532;0.0301309912534358;0.0199975298622058;0.171517571005169
2682450;1247650;92.322;35.1218851;126;39;0;15.7690948;7.3232811;1.2426289;14.5264659;0.38323;0;0;34.0536819;0;0;0;34.7927122;0.380428122224389;0;0.170805385498581;0.0793232501462273;0.0134597268256754;0.157345658672906;0.0041510149260198;0;0;0.368857714304283;0;0;0;0.376862635124889
2682450;1247750;316.951644;88.1820081;359;32;0;273.3805441;29.5141265;0;101.1334961;0;3.4227657;0;0;16.9459183;0;0;165.9353374;0.278219121968019;0;0.862530765418589;0.0931187045680697;0;0.319081784286312;0;0.0107990154485521;0;0;0.0534653112573854;0;0;0.523535184439681
2682450;1247850;13.156422;9.8784896;26;12;0;11.1478538;0;0;6.8706583;0.3255611;2.0654851;0;0;0;0.7160637;0;3.1786538;0.750849250654927;0;0.847331728945757;0;0;0.522228482789622;0.0247454133046204;0.156994439673644;0;0;0;0.0544269330977678;0;0.241604731134346
2682450;1248050;36.3138655;13.8924309;52;12;0;12.22977;0.8922102;0;0.6093431;0;10.7949237;0;0;0;0;0;24.0173885;0.382565466625964;0;0.33677962485156;0.0245694086188649;0;0.0167799018807293;0;0.29726727109236;0;0;0;0;0;0.661383418408046
2682450;1248150;166.4675609;79.8120539;224;56;0;136.1951114;8.0921569;13.0981308;19.3966051;1.6850645;35.9504499;0;0.9084886;26.3219309;18.2308095;1;41.7839247;0.479445085087445;0;0.81814805637607;0.0486110137990254;0.0786827819737701;0.116518828023508;0.0101224796644449;0.215960693516715;0;0.00545745126010313;0.158120481598286;0.109515688230403;0.00600717638075275;0.251003405552991
2682450;1248250;69.4287631;24.0735154;76;5;0;0;3.7241586;0;0;3;0;0;0;0;0;12.395029;50.3095755;0.346736918895218;0;0;0.0536399963605286;0;0;0.0432097572540508;0;0;0;0;0;0.17852873141564;0.724621514969781
2682450;1248450;78.1120522;47.6422257;100;25;0;35.5815663;25.8837653;0;3.2122789;0;26.8011658;0.6838123;2.9936612;1.4944268;0;0;17.0429419;0.609921572384447;0;0.455519542731973;0.331367113921506;0;0.0411239854737807;0;0.34311178678775;0.00875424829767819;0.0383252150684117;0.0191318337940173;0;0;0.218185816656856
2682450;1248550;117.1230043;54.7521888;158;50;0;47.5244078;13.0514535;1.0199973;6.338752;0.9957957;26.0661676;14.1;1.6434622;9.3051741;1.5183217;0.7160637;42.3678165;0.467475959374789;0;0.405764931356017;0.111433732237348;0.00870876994742526;0.0541204696539704;0.00850213590362965;0.222553782288865;0.120386256178027;0.0140319334346173;0.0794478775165777;0.0129634797969403;0.00611377503744582;0.361737788005153
2682450;1248650;252.4743189;121.8504301;409;68;0.2034786;125.8149346;44.3652588;3.0478885;81.0947003;0.2034786;11.0627201;0;3.8587948;15.1245339;4.0434078;0.9686223;88.7049138;0.482625047295454;0.000805937811364465;0.498327652286222;0.175721867448911;0.0120720733628643;0.32119979827382;0.000805937811364465;0.0438172094025203;0;0.0152839101292056;0.0599052369599243;0.0160151250931843;0.00383651812279431;0.351342323395411
2682450;1248750;261.1601872;130.6769642;305;29;0;19.8440252;205.1514706;2.4141952;2.1715566;0;4.2004872;0.9764372;2.5465878;5.6074041;0;0.7160637;37.3759848;0.500370924071692;0;0.0759841130945552;0.785538840355066;0.00924411651670006;0.00831503692535261;0;0.0160839492613137;0.00373884400401441;0.00975105672615324;0.0214711291185657;0;0.00274185628244947;0.143115170810385
2682450;1248950;44.6;38.37;73;3;0;44.6;0;0;0;0;19.89;0;0;0;24.71;0;0;0.860313901345291;0;1;0;0;0;0;0.445964125560538;0;0;0;0.554035874439462;0;0
2682450;1249050;70.3138553;41.6557893;84;6;0;54.3134308;0;0;0;0.38323;54.3134308;14.7859732;0;0;0;0;0.831221299999996;0.592426473022594;0;0.772442793362235;0;0;0;0.00545027716607085;0.772442793362235;0.210285343292789;0;0;0;0;0.0118215861789049
2682450;1249250;76.3225409;33.0259025;99;12;0;76.3225409;0;0;68.7188541;0;0;0;0;0;0;0;7.60368679999999;0.432714924196136;0;1;0;0;0.900374296893986;0;0;0;0;0;0;0;0.0996257031060138
