"","BFS","J_0_6","J_7_15","J_16_19","J_20_24","J_25_44","J_45_64","J_65_79","J_80P","MANN","FRAU","SCHWEIZ","AUSLAND","STICHTAG","TOT","GKODE_HEKTARMP","GKODN_HEKTARMP"
"6224",93,3,0,2,1,5,10,28,6,25,30,48,7,2018-03-31,55,2673150,1261550
"6225",261,28,30,2,10,147,42,13,7,157,122,181,98,2018-03-31,279,2682050,1247250
"6226",30,1,4,0,0,9,2,1,0,9,8,11,6,2018-03-31,17,2693350,1272250
"6227",9,3,6,4,5,23,11,15,4,40,31,61,10,2018-03-31,71,2677750,1233450
"6228",261,0,2,2,1,7,11,7,3,14,19,23,10,2018-03-31,33,2680250,1247650
"6229",138,5,10,1,5,20,25,6,3,34,41,62,13,2018-03-31,75,2695850,1229150
"6230",230,1,3,0,0,6,10,2,1,12,11,19,4,2018-03-31,23,2697250,1262950
"6231",261,9,11,2,3,16,25,7,6,38,41,59,20,2018-03-31,79,2687450,1246650
"6232",83,5,10,5,3,19,39,26,3,54,56,93,17,2018-03-31,110,2675150,1256450
"6233",54,3,7,1,2,6,12,0,2,19,14,28,5,2018-03-31,33,2689150,1254050
"6234",261,13,15,2,16,51,31,13,5,65,81,104,42,2018-03-31,146,2680750,1252150
"6235",172,19,27,6,3,60,25,6,2,68,80,129,19,2018-03-31,148,2698850,1249450
"6236",261,13,12,5,10,54,35,5,0,74,60,73,61,2018-03-31,134,2677950,1249750
"6237",296,3,10,1,2,13,17,9,4,27,32,55,4,2018-03-31,59,2696450,1254650
"6238",94,7,3,1,0,23,18,9,3,33,31,48,16,2018-03-31,64,2671650,1257350
"6239",191,2,2,0,1,18,9,4,2,17,21,24,14,2018-03-31,38,2688250,1250550
"6240",191,3,3,0,0,11,4,8,2,12,19,27,4,2018-03-31,31,2689050,1249250
"6241",261,25,8,3,2,61,53,22,2,99,77,54,122,2018-03-31,176,2686550,1251250
"6242",152,3,4,2,1,6,17,12,7,24,28,51,1,2018-03-31,52,2688350,1238650
"6243",296,2,5,2,3,6,10,2,5,16,19,35,0,2018-03-31,35,2693850,1254250
"6244",261,5,1,0,3,30,13,11,0,29,34,54,9,2018-03-31,63,2682850,1250250
"6245",55,11,17,1,4,38,19,19,7,57,59,70,46,2018-03-31,116,2681750,1269950
"6246",227,4,8,3,5,31,20,8,6,47,38,46,39,2018-03-31,85,2697850,1265750
"6247",197,3,4,1,0,6,8,2,0,9,15,23,1,2018-03-31,24,2691950,1248350
"6248",66,5,11,6,5,35,23,7,5,52,45,58,39,2018-03-31,97,2685750,1253650
"6249",296,13,9,6,5,36,29,10,8,65,51,83,33,2018-03-31,116,2694250,1254350
"6250",96,2,6,1,3,9,8,4,0,19,14,22,11,2018-03-31,33,2678350,1255650
"6251",141,4,4,2,4,11,19,4,1,27,22,37,12,2018-03-31,49,2684450,1238750
"6252",182,1,7,0,0,5,7,6,0,14,12,26,0,2018-03-31,26,2704050,1253550
"6253",230,9,11,9,1,19,26,14,5,43,51,90,4,2018-03-31,94,2699250,1262950
"6254",261,10,7,2,10,67,23,2,1,56,66,67,55,2018-03-31,122,2685650,1245750
"6255",246,3,4,5,11,30,37,31,9,60,70,102,28,2018-03-31,130,2671950,1253450
"6256",191,0,0,1,1,1,5,9,3,10,10,19,1,2018-03-31,20,2690250,1249550
"6257",112,1,0,2,3,4,8,5,3,13,13,17,9,2018-03-31,26,2702950,1234550
"6258",53,18,23,8,13,62,47,13,3,91,96,133,54,2018-03-31,187,2683250,1262650
"6259",66,7,4,0,1,8,6,3,0,14,15,17,12,2018-03-31,29,2685050,1254850
"6260",96,1,5,0,3,8,16,12,1,24,22,38,8,2018-03-31,46,2678950,1255850
"6261",154,0,0,2,1,3,4,5,0,6,9,14,1,2018-03-31,15,2686950,1241750
"6262",51,1,4,0,1,16,21,18,3,30,34,49,15,2018-03-31,64,2683250,1261850
"6263",91,0,2,1,1,1,4,5,0,4,10,13,1,2018-03-31,14,2670450,1262650
"6264",115,2,4,2,7,20,30,25,3,46,47,80,13,2018-03-31,93,2699950,1240150
"6265",53,4,3,0,3,24,25,13,2,33,41,63,11,2018-03-31,74,2683050,1263650
"6266",200,0,1,3,0,1,7,3,0,7,8,11,4,2018-03-31,15,2690550,1253250
"6267",230,0,2,2,4,21,30,3,1,41,22,39,24,2018-03-31,63,2694550,1261850
"6268",13,3,0,0,1,5,3,7,3,9,13,17,5,2018-03-31,22,2678850,1244550
"6269",250,5,4,7,2,18,34,18,3,42,49,78,13,2018-03-31,91,2674550,1248450
"6270",230,11,19,6,11,34,29,6,2,60,58,51,67,2018-03-31,118,2699850,1259750
"6271",247,1,0,0,2,6,6,4,3,12,10,12,10,2018-03-31,22,2674750,1249750
"6272",230,4,5,0,6,37,18,4,5,33,46,53,26,2018-03-31,79,2698750,1262150
"6273",177,17,16,2,10,48,33,11,8,67,78,103,42,2018-03-31,145,2701250,1247150
"6274",121,1,5,1,0,2,6,22,32,26,43,67,2,2018-03-31,69,2702350,1242550
"6275",2,3,3,1,1,7,14,11,1,21,20,40,1,2018-03-31,41,2675750,1238050
"6276",141,13,24,2,2,47,39,14,3,67,77,85,59,2018-03-31,144,2684050,1237750
"6277",131,8,5,2,8,17,18,4,2,27,37,23,41,2018-03-31,64,2681950,1240250
"6278",66,13,16,3,7,55,39,11,6,78,72,79,71,2018-03-31,150,2684950,1253850
"6279",121,0,0,0,0,1,7,5,0,6,7,13,0,2018-03-31,13,2702050,1242750
"6280",195,5,11,6,1,25,31,9,0,46,42,61,27,2018-03-31,88,2689950,1245950
"6281",153,0,0,0,0,0,0,13,54,12,55,66,1,2018-03-31,67,2701450,1234450
"6282",178,6,5,3,4,8,21,6,1,26,28,47,7,2018-03-31,54,2701050,1250550
"6283",158,2,4,4,3,7,14,15,2,24,27,50,1,2018-03-31,51,2697050,1233350
"6284",261,51,41,8,7,104,56,10,5,133,149,238,44,2018-03-31,282,2679350,1247350
"6285",98,2,0,1,1,5,1,2,0,8,4,7,5,2018-03-31,12,2672150,1261850
"6286",2,2,5,3,0,5,10,6,1,18,14,25,7,2018-03-31,32,2676350,1237150
"6287",247,4,17,7,6,27,52,15,8,65,71,121,15,2018-03-31,136,2676150,1249850
"6288",161,3,11,1,1,15,17,7,1,30,26,27,29,2018-03-31,56,2686250,1244550
"6289",158,0,0,0,0,5,6,7,1,9,10,19,0,2018-03-31,19,2697850,1233350
"6290",261,5,6,1,8,16,11,4,3,22,32,47,7,2018-03-31,54,2684050,1247050
"6291",91,2,1,1,1,5,10,2,0,10,12,18,4,2018-03-31,22,2670250,1262750
"6292",261,13,7,0,2,66,20,7,8,55,68,47,76,2018-03-31,123,2685750,1251550
"6293",92,12,7,7,8,42,30,6,1,55,58,66,47,2018-03-31,113,2680450,1259450
"6294",261,39,28,8,10,137,61,12,6,141,160,185,116,2018-03-31,301,2680250,1252850
"6295",195,5,2,0,1,20,17,1,2,28,20,28,20,2018-03-31,48,2690050,1245650
"6296",83,3,10,11,1,7,25,7,0,30,34,64,0,2018-03-31,64,2675150,1257150
"6297",294,1,3,4,1,10,17,4,1,22,19,25,16,2018-03-31,41,2707850,1261050
"6298",261,1,11,2,2,21,23,4,4,31,37,54,14,2018-03-31,68,2682450,1246150
"6299",245,5,1,3,2,20,11,5,5,30,22,39,13,2018-03-31,52,2677850,1251250
"6300",94,0,6,1,1,6,6,0,0,9,11,10,10,2018-03-31,20,2671350,1256350
"6301",64,0,5,2,1,11,15,5,7,18,28,37,9,2018-03-31,46,2690350,1256950
"6302",121,4,14,2,2,31,26,12,2,46,47,66,27,2018-03-31,93,2701850,1243050
"6303",198,0,2,1,4,0,7,0,2,8,8,16,0,2018-03-31,16,2697950,1244750
"6304",136,2,5,5,3,16,17,12,3,34,29,53,10,2018-03-31,63,2683050,1238450
"6305",68,1,5,2,1,8,14,9,0,22,18,32,8,2018-03-31,40,2685450,1265050
"6306",177,6,18,2,4,36,9,9,1,40,45,62,23,2018-03-31,85,2701550,1247650
"6307",221,1,1,4,2,2,10,6,5,15,16,31,0,2018-03-31,31,2694850,1266850
"6308",136,10,14,5,7,58,39,22,3,78,80,106,52,2018-03-31,158,2683150,1238150
"6309",230,0,5,0,0,5,2,0,0,7,5,11,1,2018-03-31,12,2693650,1262250
"6310",161,5,3,2,3,16,19,3,5,27,29,32,24,2018-03-31,56,2687850,1244550
"6311",31,3,5,1,0,10,12,0,1,15,17,26,6,2018-03-31,32,2693650,1268950
"6312",261,14,7,8,3,49,30,19,2,72,60,89,43,2018-03-31,132,2684850,1245550
"6313",92,4,4,1,5,15,18,0,0,29,18,36,11,2018-03-31,47,2681850,1259050
"6314",161,1,5,0,0,7,8,6,0,15,12,19,8,2018-03-31,27,2686050,1244050
"6315",154,0,0,0,2,7,9,2,1,8,13,19,2,2018-03-31,21,2687650,1242750
"6316",138,5,1,0,3,20,8,2,8,20,27,31,16,2018-03-31,47,2696250,1229150
"6317",61,3,1,2,4,6,15,6,0,19,18,28,9,2018-03-31,37,2679150,1272150
"6318",195,0,5,3,4,1,14,4,0,18,13,28,3,2018-03-31,31,2692950,1243650
"6319",213,4,2,0,2,20,17,7,3,27,28,50,5,2018-03-31,55,2692950,1258550
"6320",261,2,2,0,0,5,7,10,3,13,16,28,1,2018-03-31,29,2684350,1248950
"6321",261,4,0,0,2,169,12,2,1,89,101,130,60,2018-03-31,190,2681350,1248450
"6322",261,4,9,3,8,38,35,30,18,65,80,112,33,2018-03-31,145,2687050,1246150
"6323",250,9,14,6,8,26,33,21,5,58,64,99,23,2018-03-31,122,2674350,1248750
"6324",34,5,1,0,1,12,9,7,0,15,20,28,7,2018-03-31,35,2690150,1280550
"6325",100,3,1,0,0,2,8,7,2,11,12,20,3,2018-03-31,23,2676850,1264850
"6326",261,8,2,2,16,130,27,5,1,108,83,88,103,2018-03-31,191,2683550,1251750
"6327",96,9,7,5,7,42,20,5,2,47,50,72,25,2018-03-31,97,2677350,1253950
"6328",198,1,4,0,1,3,7,6,4,11,15,21,5,2018-03-31,26,2697050,1245650
"6329",191,14,14,6,7,48,32,5,0,63,63,68,58,2018-03-31,126,2688450,1249750
"6330",192,3,5,4,0,11,7,3,0,16,17,20,13,2018-03-31,33,2696450,1238450
"6331",4,0,2,0,1,8,9,10,1,14,17,25,6,2018-03-31,31,2683150,1232650
"6332",261,1,4,0,0,7,5,3,2,9,13,22,0,2018-03-31,22,2685450,1250850
"6333",261,10,8,2,16,54,37,9,3,74,65,90,49,2018-03-31,139,2684350,1246950
"6334",62,12,9,4,13,33,34,8,2,55,60,77,38,2018-03-31,115,2687150,1256750
"6335",154,7,1,1,0,14,2,1,0,16,10,4,22,2018-03-31,26,2686250,1242950
"6336",249,2,3,1,0,24,17,5,1,28,25,16,37,2018-03-31,53,2676250,1251850
"6337",154,0,5,5,1,2,16,5,2,14,22,29,7,2018-03-31,36,2687050,1241050
"6338",69,9,3,0,0,32,12,8,6,31,39,60,10,2018-03-31,70,2687650,1253050
"6339",261,16,9,4,7,65,27,11,6,68,77,76,69,2018-03-31,145,2680450,1247050
"6340",193,12,10,2,12,33,32,11,5,63,54,75,42,2018-03-31,117,2690550,1246350
"6341",225,0,2,2,0,3,6,4,0,7,10,16,1,2018-03-31,17,2702050,1267650
"6342",5,0,6,2,5,4,17,6,1,18,23,39,2,2018-03-31,41,2676450,1238950
"6343",213,2,7,3,2,6,18,0,2,23,17,38,2,2018-03-31,40,2693050,1258350
"6344",56,4,1,0,1,5,14,7,1,17,16,29,4,2018-03-31,33,2686450,1263450
"6345",51,6,4,4,6,14,20,5,0,25,34,52,7,2018-03-31,59,2683550,1261850
"6346",191,6,8,3,7,37,30,8,1,56,44,34,66,2018-03-31,100,2689950,1251250
"6347",198,9,5,2,7,39,24,13,11,50,60,86,24,2018-03-31,110,2696350,1246050
"6348",245,11,10,4,3,30,28,10,1,43,54,58,39,2018-03-31,97,2676850,1251350
"6349",90,2,4,5,4,19,20,15,7,34,42,70,6,2018-03-31,76,2679050,1259350
"6350",261,4,5,2,5,26,14,5,4,33,32,50,15,2018-03-31,65,2680850,1251850
"6351",261,1,2,1,3,26,21,11,1,32,34,45,21,2018-03-31,66,2684250,1246650
"6352",230,7,7,1,8,24,32,14,6,46,53,71,28,2018-03-31,99,2693650,1263550
"6353",9,11,10,5,3,29,22,16,1,43,54,70,27,2018-03-31,97,2677150,1233350
"6354",261,8,1,0,0,32,6,9,18,31,43,67,7,2018-03-31,74,2680850,1246550
"6355",135,11,10,3,1,17,22,7,2,30,43,53,20,2018-03-31,73,2684250,1241150
"6356",155,1,1,2,3,17,27,6,5,25,37,44,18,2018-03-31,62,2694850,1234550
"6357",246,1,2,1,1,10,14,4,0,14,19,25,8,2018-03-31,33,2672250,1253250
"6358",86,4,3,5,6,19,29,17,7,46,44,65,25,2018-03-31,90,2676850,1259550
"6359",10,6,5,1,6,21,13,3,0,26,29,38,17,2018-03-31,55,2674550,1235150
"6360",38,0,1,1,0,0,10,3,0,7,8,15,0,2018-03-31,15,2687150,1277350
"6361",249,5,7,1,4,32,14,8,0,39,32,50,21,2018-03-31,71,2676150,1252050
"6362",155,6,11,1,3,14,26,5,6,38,34,63,9,2018-03-31,72,2695450,1234450
"6363",1,0,1,2,3,6,12,1,1,12,14,22,4,2018-03-31,26,2679350,1237450
"6364",230,3,4,0,3,7,22,18,36,37,56,78,15,2018-03-31,93,2699350,1263950
"6365",121,9,6,1,4,22,16,10,2,40,30,38,32,2018-03-31,70,2703350,1242750
"6366",261,13,13,0,4,48,31,23,6,72,66,104,34,2018-03-31,138,2683450,1253050
"6367",220,0,0,0,2,3,8,0,2,6,9,15,0,2018-03-31,15,2707450,1264250
"6368",261,29,7,1,7,103,23,6,0,96,80,93,83,2018-03-31,176,2684450,1252150
"6369",115,4,4,2,3,18,20,3,0,27,27,50,4,2018-03-31,54,2701050,1238850
"6370",28,0,5,2,0,1,6,0,0,8,6,14,0,2018-03-31,14,2688150,1270150
"6371",198,0,3,3,1,9,8,6,0,11,19,27,3,2018-03-31,30,2696050,1244450
"6372",160,1,1,2,0,8,13,10,5,16,24,37,3,2018-03-31,40,2689450,1243350
"6373",112,0,2,0,3,10,22,6,3,24,22,42,4,2018-03-31,46,2703150,1234750
"6374",261,8,10,2,13,59,102,63,32,149,140,202,87,2018-03-31,289,2681950,1248150
"6375",91,7,3,9,6,15,30,1,1,34,38,67,5,2018-03-31,72,2671350,1262150
"6376",85,11,9,3,5,49,18,6,0,54,47,75,26,2018-03-31,101,2673050,1255450
"6377",261,16,5,2,3,27,20,7,2,37,45,67,15,2018-03-31,82,2683750,1249250
"6378",192,1,4,1,6,7,17,4,10,25,25,40,10,2018-03-31,50,2696450,1237850
"6379",161,8,8,2,1,10,17,5,0,28,23,46,5,2018-03-31,51,2686150,1244750
"6380",86,4,2,1,4,8,14,5,0,18,20,29,9,2018-03-31,38,2676250,1259550
"6381",72,0,0,2,0,5,9,10,2,16,12,26,2,2018-03-31,28,2684850,1259550
"6382",192,2,2,0,3,3,4,3,1,9,9,17,1,2018-03-31,18,2696850,1238750
"6383",221,4,8,1,4,11,20,2,1,29,22,46,5,2018-03-31,51,2695750,1267150
"6384",60,0,0,0,3,2,5,5,1,7,9,16,0,2018-03-31,16,2679650,1262250
"6385",198,5,7,1,5,18,15,22,4,35,42,66,11,2018-03-31,77,2697050,1244750
"6386",197,5,5,6,5,16,18,1,2,31,27,49,9,2018-03-31,58,2692350,1248550
"6387",230,10,21,7,12,52,27,14,1,73,71,95,49,2018-03-31,144,2700250,1260150
"6388",67,3,0,2,3,26,2,3,1,19,21,20,20,2018-03-31,40,2683650,1274350
"6389",155,1,6,0,4,6,11,16,8,21,31,45,7,2018-03-31,52,2695150,1234750
"6390",115,5,9,4,1,9,9,7,2,28,18,46,0,2018-03-31,46,2701550,1241250
"6391",90,0,1,0,2,2,10,3,1,8,11,16,3,2018-03-31,19,2680050,1257550
"6392",261,4,0,1,2,25,7,2,0,21,20,28,13,2018-03-31,41,2682150,1249150
"6393",155,3,3,1,1,11,23,10,5,29,28,44,13,2018-03-31,57,2695150,1234950
"6394",195,3,1,0,0,6,7,1,0,8,10,12,6,2018-03-31,18,2691950,1242550
"6395",296,2,3,1,3,8,10,11,1,18,21,28,11,2018-03-31,39,2697450,1251250
"6396",261,7,7,5,3,20,22,5,1,40,30,52,18,2018-03-31,70,2681650,1243150
"6397",117,4,8,0,3,13,13,13,3,27,30,48,9,2018-03-31,57,2705850,1239150
"6398",243,8,11,2,2,33,12,1,0,42,27,30,39,2018-03-31,69,2673850,1249750
"6399",228,1,7,2,1,5,16,4,1,17,20,34,3,2018-03-31,37,2707050,1254750
"6400",227,2,5,4,1,6,14,1,2,18,17,32,3,2018-03-31,35,2697250,1266350
"6401",227,6,0,0,3,20,17,4,2,26,26,46,6,2018-03-31,52,2697150,1265650
"6402",141,8,7,0,4,80,41,14,4,83,75,102,56,2018-03-31,158,2684950,1239050
"6403",52,1,3,4,3,9,15,11,2,27,21,38,10,2018-03-31,48,2689550,1255850
"6404",195,3,6,4,0,5,11,7,4,20,20,32,8,2018-03-31,40,2690650,1244950
"6405",198,7,12,3,11,38,33,6,4,66,48,53,61,2018-03-31,114,2697450,1244750
"6406",230,3,1,1,1,7,2,1,3,7,12,15,4,2018-03-31,19,2697350,1262650
"6407",230,4,3,0,1,5,15,4,3,21,14,32,3,2018-03-31,35,2695350,1263050
"6408",98,1,0,0,1,10,4,2,0,10,8,16,2,2018-03-31,18,2671850,1261250
"6409",223,3,2,1,2,17,17,4,3,26,23,48,1,2018-03-31,49,2692050,1264450
"6410",230,18,36,7,12,79,36,5,6,99,100,102,97,2018-03-31,199,2698950,1261050
"6411",135,2,1,0,0,4,6,8,3,10,14,20,4,2018-03-31,24,2683550,1242050
"6412",62,3,1,0,2,11,9,5,4,18,17,30,5,2018-03-31,35,2686150,1257850
"6413",230,5,3,1,3,10,15,10,3,20,30,44,6,2018-03-31,50,2695250,1261150
"6414",230,7,8,2,1,9,9,4,1,20,21,40,1,2018-03-31,41,2700350,1260350
"6415",141,5,4,3,3,21,27,11,2,33,43,46,30,2018-03-31,76,2685450,1237950
"6416",230,2,6,3,1,5,14,5,3,20,19,36,3,2018-03-31,39,2694650,1262450
"6417",248,0,4,2,2,1,13,7,2,17,14,25,6,2018-03-31,31,2678050,1245950
"6418",53,8,17,1,4,57,29,14,2,68,64,91,41,2018-03-31,132,2683150,1264450
"6419",156,0,7,2,0,3,7,3,2,13,11,23,1,2018-03-31,24,2692250,1236350
"6420",227,4,6,0,3,18,21,11,4,37,30,60,7,2018-03-31,67,2697450,1265250
"6421",160,1,3,0,0,3,7,13,2,14,15,27,2,2018-03-31,29,2689650,1242250
"6422",196,1,2,4,3,12,12,2,1,19,18,28,9,2018-03-31,37,2697050,1240950
"6423",113,5,3,7,7,9,19,9,1,29,31,57,3,2018-03-31,60,2705850,1237150
"6424",172,1,2,2,0,8,6,3,0,9,13,17,5,2018-03-31,22,2699250,1249750
"6425",10,2,1,0,0,9,0,2,0,7,7,12,2,2018-03-31,14,2674350,1235350
"6426",156,0,1,0,1,2,19,6,0,17,12,19,10,2018-03-31,29,2692050,1236750
"6427",69,5,3,1,4,22,10,2,2,22,27,31,18,2018-03-31,49,2687050,1252250
"6428",177,2,2,0,0,3,2,3,11,11,12,23,0,2018-03-31,23,2702350,1246850
"6429",121,3,6,1,5,12,15,13,3,29,29,31,27,2018-03-31,58,2702350,1241450
"6430",5,4,1,1,0,8,4,2,0,9,11,19,1,2018-03-31,20,2675250,1239350
"6431",261,5,10,0,1,18,10,4,6,25,29,49,5,2018-03-31,54,2679650,1246650
"6432",34,2,3,1,1,6,9,2,0,12,12,19,5,2018-03-31,24,2690350,1280850
"6433",220,6,1,1,3,10,24,7,0,25,27,50,2,2018-03-31,52,2709150,1264150
"6434",31,2,6,4,0,3,12,8,4,19,20,39,0,2018-03-31,39,2693350,1269250
"6435",27,2,6,4,3,6,12,3,0,16,20,28,8,2018-03-31,36,2691450,1282350
"6436",156,1,0,2,1,12,9,4,1,15,15,25,5,2018-03-31,30,2689750,1236550
"6437",261,0,2,0,5,12,9,1,2,16,15,16,15,2018-03-31,31,2681650,1242250
"6438",120,3,1,3,2,5,9,7,0,15,15,30,0,2018-03-31,30,2712650,1236150
"6439",114,1,7,1,2,8,4,2,0,9,16,25,0,2018-03-31,25,2713150,1244750
"6440",59,0,2,3,5,2,11,1,0,12,12,24,0,2018-03-31,24,2681150,1264450
"6441",261,1,2,1,0,15,16,11,5,24,27,38,13,2018-03-31,51,2685150,1244650
"6442",243,5,3,2,12,43,45,15,2,64,63,81,46,2018-03-31,127,2673050,1251050
"6443",227,0,4,0,5,7,7,5,6,18,16,27,7,2018-03-31,34,2696050,1264550
"6444",136,5,3,3,1,14,15,5,3,27,22,41,8,2018-03-31,49,2683050,1238050
"6445",83,11,14,3,6,37,22,5,0,50,48,80,18,2018-03-31,98,2675550,1256850
"6446",135,0,2,2,2,2,7,3,1,9,10,10,9,2018-03-31,19,2683650,1242150
"6447",243,0,4,3,0,9,14,3,0,17,16,23,10,2018-03-31,33,2673150,1250550
"6448",114,1,4,0,5,5,20,3,1,21,18,32,7,2018-03-31,39,2712050,1242750
"6449",7,1,2,0,1,5,13,2,0,14,10,18,6,2018-03-31,24,2677650,1230550
"6450",141,8,16,2,4,24,27,7,5,46,47,71,22,2018-03-31,93,2684850,1238050
"6451",35,0,0,0,1,2,7,3,0,6,7,9,4,2018-03-31,13,2691350,1276550
"6452",86,1,9,0,1,9,17,9,3,26,23,38,11,2018-03-31,49,2676550,1259750
"6453",11,0,1,1,4,1,10,5,1,13,10,23,0,2018-03-31,23,2673050,1237550
"6454",224,10,20,7,15,51,51,16,5,92,83,67,108,2018-03-31,175,2690450,1263750
"6455",134,2,2,4,3,5,18,5,0,23,16,35,4,2018-03-31,39,2693350,1225850
"6456",191,6,3,0,3,15,6,3,0,16,20,23,13,2018-03-31,36,2688550,1250450
"6457",161,1,12,4,3,7,21,9,0,29,28,45,12,2018-03-31,57,2687550,1244450
"6458",30,5,1,1,2,10,10,7,1,18,19,32,5,2018-03-31,37,2693350,1272450
"6459",230,0,0,1,3,5,9,0,0,9,9,17,1,2018-03-31,18,2698250,1262150
"6460",11,2,1,1,1,9,5,3,0,12,10,15,7,2018-03-31,22,2673350,1236850
"6461",83,0,0,0,3,3,5,1,1,8,5,13,0,2018-03-31,13,2675350,1257250
"6462",34,5,5,1,0,7,10,0,6,17,17,30,4,2018-03-31,34,2689350,1280950
"6463",199,12,4,0,2,26,29,23,2,45,53,83,15,2018-03-31,98,2693350,1249350
"6464",115,0,4,1,1,1,8,0,4,8,11,19,0,2018-03-31,19,2699350,1240450
"6465",226,3,12,1,1,17,8,0,1,22,21,41,2,2018-03-31,43,2704250,1259650
"6466",261,0,2,1,1,12,17,5,3,23,18,28,13,2018-03-31,41,2680150,1248550
"6467",243,1,1,0,0,3,5,3,0,8,5,11,2,2018-03-31,13,2674150,1249850
"6468",294,3,4,2,2,7,5,1,1,12,13,25,0,2018-03-31,25,2705250,1260150
"6469",131,0,6,2,1,7,3,4,0,13,10,14,9,2018-03-31,23,2682550,1241150
"6470",136,1,6,4,7,3,22,0,2,26,19,38,7,2018-03-31,45,2682750,1237250
"6471",121,5,2,0,6,40,24,15,0,44,48,73,19,2018-03-31,92,2702350,1241250
"6472",297,5,2,1,1,9,10,2,2,15,17,30,2,2018-03-31,32,2711750,1246550
"6473",216,0,5,0,0,2,3,2,0,5,7,12,0,2018-03-31,12,2700150,1268350
"6474",249,7,0,0,3,16,12,8,5,23,28,38,13,2018-03-31,51,2676550,1251550
"6475",158,1,2,2,2,5,8,3,2,14,11,20,5,2018-03-31,25,2699650,1232450
"6476",177,4,4,3,10,15,16,7,1,31,29,39,21,2018-03-31,60,2701350,1246950
"6477",24,2,1,1,1,5,4,3,0,7,10,16,1,2018-03-31,17,2688750,1267350
"6478",248,0,3,0,0,4,4,8,2,9,12,21,0,2018-03-31,21,2676450,1247450
"6479",68,5,0,2,3,9,7,0,1,13,14,26,1,2018-03-31,27,2685750,1264850
"6480",221,14,7,1,2,34,25,10,2,54,41,70,25,2018-03-31,95,2695650,1267150
"6481",261,10,4,0,4,46,28,8,1,58,43,65,36,2018-03-31,101,2683750,1252150
"6482",242,0,0,0,0,2,3,12,2,8,11,15,4,2018-03-31,19,2676850,1245750
"6483",29,0,2,0,0,3,7,2,2,8,8,16,0,2018-03-31,16,2689350,1281850
"6484",101,1,1,0,0,5,3,12,0,10,12,17,5,2018-03-31,22,2676350,1260850
"6485",1,0,2,3,2,6,3,1,0,9,8,13,4,2018-03-31,17,2679550,1237450
"6486",52,3,4,1,2,6,9,7,0,15,17,29,3,2018-03-31,32,2690650,1254950
"6487",5,2,2,2,1,6,7,1,0,13,8,19,2,2018-03-31,21,2676650,1238850
"6488",230,6,6,0,2,33,15,3,0,39,26,35,30,2018-03-31,65,2694850,1261650
"6489",63,2,2,0,0,9,4,7,1,13,12,24,1,2018-03-31,25,2687050,1259150
"6490",261,4,3,0,0,27,10,3,0,19,28,25,22,2018-03-31,47,2682350,1245550
"6491",153,0,1,0,0,15,11,6,3,22,14,29,7,2018-03-31,36,2700450,1234450
"6492",134,2,6,1,2,8,15,3,0,19,18,35,2,2018-03-31,37,2693250,1225750
"6493",159,3,6,6,2,18,5,2,0,21,21,17,25,2018-03-31,42,2693350,1235250
"6494",138,0,4,0,0,6,7,2,0,10,9,15,4,2018-03-31,19,2694050,1227850
"6495",111,8,1,0,0,10,8,3,0,15,15,15,15,2018-03-31,30,2706550,1243450
"6496",173,0,1,1,6,20,9,2,2,24,17,23,18,2018-03-31,41,2705150,1246750
"6497",198,0,2,0,0,5,2,5,0,7,7,13,1,2018-03-31,14,2698350,1246450
"6498",10,0,1,1,3,0,5,2,1,7,6,13,0,2018-03-31,13,2674450,1236050
"6499",198,1,3,2,1,18,4,1,0,12,18,27,3,2018-03-31,30,2697150,1244750
"6500",157,0,0,0,0,0,7,3,1,4,7,11,0,2018-03-31,11,2696650,1237550
"6501",161,0,0,0,0,5,6,1,2,8,6,10,4,2018-03-31,14,2685350,1243950
"6502",230,1,2,1,0,2,5,0,2,7,6,11,2,2018-03-31,13,2698450,1262250
"6503",261,2,4,4,0,6,9,10,10,21,24,37,8,2018-03-31,45,2681350,1242450
"6504",99,1,1,0,0,2,12,1,0,10,7,15,2,2018-03-31,17,2673950,1261450
"6505",97,7,4,4,6,20,23,8,5,35,42,43,34,2018-03-31,77,2682550,1255650
"6506",139,5,7,1,3,8,18,8,5,26,29,36,19,2018-03-31,55,2684150,1240450
"6507",182,0,4,0,0,8,6,3,2,11,12,23,0,2018-03-31,23,2703850,1254050
"6508",221,0,5,2,0,0,5,6,4,9,13,22,0,2018-03-31,22,2696050,1267050
"6509",34,1,3,0,1,3,1,2,0,6,5,7,4,2018-03-31,11,2689450,1281250
"6510",113,2,0,1,2,3,5,3,0,8,8,16,0,2018-03-31,16,2705350,1237150
"6511",96,2,1,0,0,5,5,0,5,9,9,15,3,2018-03-31,18,2678550,1255750
"6512",62,0,0,0,3,4,6,3,0,9,7,13,3,2018-03-31,16,2686050,1255250
"6513",177,3,2,1,1,4,4,7,0,11,11,18,4,2018-03-31,22,2701250,1248050
"6514",117,0,3,2,1,4,8,6,1,10,15,20,5,2018-03-31,25,2708050,1239750
"6515",251,3,0,0,0,5,6,3,0,6,11,16,1,2018-03-31,17,2674850,1252550
"6516",138,3,1,1,0,3,6,1,4,9,10,19,0,2018-03-31,19,2694550,1228350
"6517",92,2,1,0,4,14,0,2,1,12,12,13,11,2018-03-31,24,2680850,1258150
"6518",2,9,4,3,4,30,18,18,5,46,45,65,26,2018-03-31,91,2676650,1236350
